"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","ZIhurdle_freshInt_effect","ZIhurdle_freshInt_se","ZIhurdle_freshInt_pvalue","ZIhurdle_pastInt_effect","ZIhurdle_pastInt_se","ZIhurdle_pastInt_pvalue","ZIhurdle_phaseEffect","ZIhurdle_genderEffect","ZIhurdle_ageEffect","ZIhurdle_bmiEffect","logit_enoughObservationsAbove10TPMforEstimation","logit_modelDeviance","logit_tpmThreshold","logit_freshInt_effect","logit_freshInt_se","logit_freshInt_pvalue","logit_pastInt_effect","logit_pastInt_se","logit_pastInt_pvalue","logit_phaseEffect","logit_genderEffect","logit_ageEffect","logit_bmiEffect","freshInt_pvalue_correct","pastInt_pvalue_correct","ZIhurdle_freshInt_pvalue_correct","ZIhurdle_pastInt_pvalue_correct","logit_freshInt_pvalue_correct","logit_pastInt_pvalue_correct"
NA,"K18640",0,1,51.7808,215.9891,212.801,411.638,"Gaussian",0.7701,NA,-7.9328,4.1609,0.0577,-5.1188,4.1524,0.2188,5.3626,1.7219,0.0925,-0.5683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5373,212.801,-0.8697,0.3651,0.0172,-0.1077,0.3565,0.7626,0.3001,-0.3094,-0.0079,-0.0406,0.4367,0.6759,NA,NA,0.9193,NA
NA,"K18672",0,1,51.7563,157.7799,157.168,225.058,"Gaussian",0.5617,NA,-1.2363,1.9561,0.5279,-1.8152,1.9527,0.3534,0.586,1.1472,0.4542,-0.2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4481,157.168,-0.0721,0.3314,0.8279,0.0686,0.3301,0.8353,-0.0633,-0.0785,0.0528,-0.0247,0.8128,0.7461,NA,NA,0.9997,NA
NA,"K18673",0.003,0.3554,0,9.9316,7.4871,46.2367,"log-Gaussian",0.7059,NA,-0.0511,0.057,0.371,-0.1511,0.0569,0.0084,0.0062,-0.1231,-0.0048,0.0529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5544,10,-0.5822,0.3824,0.1279,-1.0291,0.3936,0.0089,0.1284,-0.534,-0.0309,0.1461,0.7525,0.2217,NA,NA,0.9994,NA
NA,"K18675",0,0.9789,3.0269,31.8013,31.4789,68.2899,"Gaussian",0.7062,NA,-0.9503,1.0209,0.3528,0.9258,1.0189,0.3644,1.3511,-2.5947,-0.0013,-1.1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5289,31.4789,-0.6589,0.3588,0.0663,0.2714,0.3564,0.4464,0.4236,-0.3844,-0.001,-0.2052,0.7455,0.7508,NA,NA,0.9994,NA
NA,"K18676",0,0.3373,0.2155,9.0158,7.046,44.7001,"log-Gaussian",0.781,NA,-0.0146,0.0455,0.7491,-0.0171,0.0454,0.7062,0.0374,0.1886,0.0107,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6097,10,-0.4933,0.4139,0.2333,-0.2914,0.4107,0.4781,-0.0513,0.8727,0.0578,-0.0023,0.9066,0.8881,NA,NA,0.9994,NA
NA,"K18677",0.012,0.2018,0,7.148,5.3363,44.5745,"log-Gaussian",0.8453,NA,-0.0037,0.0441,0.9329,-0.0075,0.044,0.8648,-8e-04,0.3362,0.0017,0.0137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6549,10,0.4191,0.4903,0.3928,0.0524,0.5025,0.917,-0.1337,1.1241,0.0146,-0.0806,0.976,0.9482,NA,NA,0.9994,NA
NA,"K18682",0,1,53.7155,162.8599,162.26,231.791,"Gaussian",0.6265,NA,-1.1201,2.1188,0.5975,-1.9883,2.1149,0.348,1.3651,3.2656,0.5149,-0.1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5392,162.26,0.263,0.3605,0.4657,0.1066,0.3618,0.7682,0.2075,0.3312,0.0551,-0.0398,0.833,0.7422,NA,NA,0.9994,NA
NA,"K18691",0.003,0.5482,0,14.6109,11.1051,81.1681,"log-Gaussian",0.5335,NA,0.1101,0.0886,0.2153,-0.0178,0.0885,0.8408,-0.0343,-0.0767,-0.0062,-0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3205,11.1051,0.6997,0.3017,0.0204,0.5439,0.2994,0.0692,-0.0873,-0.3835,-0.0175,-0.0059,0.6755,0.9383,NA,NA,0.931,NA
NA,"K18692",0,0.1054,0.2272,5.1462,3.5383,47.4198,"log-Gaussian",0.7767,NA,-0.0558,0.0447,0.213,-0.1701,0.0446,2e-04,0.115,-0.1377,-8e-04,0.0216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6511,10,-0.4737,0.5878,0.4203,-1.6131,0.7313,0.0274,-0.1498,0.1842,0.0262,0.0908,0.6739,0.0448,NA,NA,0.9994,NA
NA,"K18697",0,0.9157,4.4995,29.576,27.6653,87.2785,"log-Gaussian",0.7198,NA,-0.0408,0.0452,0.3675,-0.0545,0.0451,0.2281,0.0101,0.1784,0.0103,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4622,27.6653,-0.5936,0.3336,0.0752,-0.4739,0.3355,0.1577,0.0628,0.693,0.0308,-0.0426,0.7511,0.6864,NA,NA,0.9994,NA
NA,"K18700",0,1,24.4236,84.1627,83.8308,159.202,"Gaussian",0.532,NA,-3.9229,1.8853,0.0384,-1.6001,1.882,0.396,1.7057,6.2367,-0.0259,0.7979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3634,83.8308,-0.0666,0.3079,0.8288,0.1351,0.3085,0.6615,0.1485,0.7113,-8e-04,0.0176,0.3703,0.7596,NA,NA,0.9997,NA
NA,"K18704",0,0.7199,0.612,15.3655,13.9013,56.0371,"log-Gaussian",0.6039,NA,0.0326,0.0503,0.5182,0.1184,0.0502,0.0191,0.0478,-0.0662,-0.0041,-0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.441,13.9013,0.3455,0.3269,0.2905,0.6527,0.3302,0.0481,-0.1047,-0.0719,-0.0077,8e-04,0.8066,0.2986,NA,NA,0.9994,NA
NA,"K18707",0,1,36.6507,131.3539,131.7445,185.32,"Gaussian",0.5592,NA,-1.5728,1.6939,0.354,-2.5457,1.6909,0.1334,0.7855,2.3223,0.2162,0.5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5039,131.7445,-0.3418,0.3501,0.329,-0.1934,0.3463,0.5767,-0.1355,0.4331,0.0429,0.0584,0.7463,0.5798,NA,NA,0.9994,NA
NA,"K18770",0,0.4578,0.4542,10.9175,9.2912,46.6051,"log-Gaussian",0.5982,NA,-0.0975,0.064,0.1293,-0.0242,0.0639,0.7053,0.0523,-0.0446,-0.004,-0.0057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4042,10,0.185,0.3174,0.5601,0.14,0.3191,0.6609,0.318,-0.0486,-0.0088,-0.038,0.5742,0.8879,NA,NA,0.9994,NA
NA,"K18785",0,0.9819,5.68,42.9928,40.0829,98.0544,"log-Gaussian",0.7348,NA,-0.0199,0.0347,0.5671,-0.017,0.0346,0.6229,-0.0056,0.0897,-0.0017,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5539,40.0829,0.1198,0.3656,0.7432,-0.1329,0.3674,0.7175,0.0787,0.3016,-0.011,-0.0841,0.8285,0.8468,NA,NA,0.9994,NA
NA,"K18814",0,0.738,3.6335,15.3146,13.8447,50.3143,"log-Gaussian",0.6055,NA,-0.0693,0.0435,0.1127,-0.0146,0.0434,0.7368,0.0796,-0.0281,0.0062,-0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4331,13.8447,-0.1208,0.323,0.7084,0.202,0.3291,0.5393,0.6591,0.016,0.036,-0.0405,0.5438,0.9032,NA,NA,0.9994,NA
NA,"K18828",0,0.6988,1.234,15.9186,13.321,144.721,"log-Gaussian",0.6661,NA,-0.0553,0.0497,0.2662,-0.1016,0.0496,0.0414,-0.0096,0.1627,0.0011,0.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5326,13.321,0.1094,0.3591,0.7607,-0.0407,0.3569,0.9091,-0.0214,0.6645,0.0091,0.056,0.7036,0.3815,NA,NA,0.9994,NA
NA,"K18829",0,0.5663,1.0307,13.3586,10.9496,95.2443,"log-Gaussian",0.6714,NA,-0.0665,0.0559,0.2351,-0.1166,0.0558,0.0375,7e-04,0.2552,0.0029,0.0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5255,10.9496,-0.3257,0.3563,0.3606,-0.516,0.3556,0.1467,0.0592,1.0131,0.0156,0.0451,0.6915,0.3682,NA,NA,0.9994,NA
NA,"K18830",0,0.8373,3.3414,20.6317,17.1108,343.802,"log-Gaussian",0.7672,NA,-0.0331,0.0421,0.4328,-0.0259,0.042,0.5376,0.0873,-0.1966,-0.0059,-0.0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5207,17.1108,-0.0258,0.3521,0.9415,0.4257,0.3558,0.2316,0.4736,-0.8401,-0.0247,-0.007,0.7743,0.8166,NA,NA,0.9997,NA
NA,"K18831",0,0.991,7.4476,40.8523,37.4541,157.669,"log-Gaussian",0.697,NA,0.0214,0.0377,0.5707,-0.0051,0.0377,0.8923,0.0126,-0.0733,-4e-04,-0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5089,37.4541,0.0247,0.35,0.9437,0.4729,0.3498,0.1764,0.2907,0.2125,-0.0063,-0.0696,0.8285,0.9579,NA,NA,0.9997,NA
NA,"K18843",0,1,43.5286,222.9949,223.5135,357.456,"Gaussian",0.6018,NA,-4.6853,4.3249,0.2797,-4.3968,4.3169,0.3094,5.8296,-9.6283,-0.1491,1.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3474,223.5135,-0.0087,0.3049,0.9772,-0.2197,0.3052,0.4717,0.6379,-0.3917,0.006,0.061,0.7129,0.7235,NA,NA,0.9997,NA
NA,"K18856",0,0.1596,0.1994,5.8878,4.8661,22.6796,"log-Gaussian",0.7916,NA,0.0042,0.0431,0.922,0.001,0.043,0.981,-0.0037,0.1413,0.0119,0.0276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4971,10,-0.0826,0.4475,0.8536,-0.1261,0.4472,0.7779,-0.1154,0.1527,0.0531,0.067,0.9707,0.9909,NA,NA,0.9997,NA
NA,"K18889",0.003,0.9217,0,20.5332,18.7688,49.4724,"log-Gaussian",0.7327,NA,-0.0847,0.0375,0.0247,-0.1086,0.0374,0.004,0.0116,0.1962,-0.0054,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5612,18.7688,-0.9941,0.3737,0.0078,-0.2034,0.3686,0.5812,-0.1827,0.4847,-0.0173,0.0779,0.3212,0.1776,NA,NA,0.8467,NA
NA,"K18890",0,0.9699,0.6334,25.5291,23.6016,58.9354,"log-Gaussian",0.7273,NA,-0.0752,0.0357,0.0359,-0.1212,0.0356,8e-04,0.026,0.1363,-0.0062,0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.521,23.6016,-0.5314,0.3557,0.1352,-0.5664,0.3544,0.11,-0.0237,0.4821,-0.0196,0.1402,0.3632,0.0992,NA,NA,0.9994,NA
NA,"K18907",0,0.1807,0.0084,5.9289,3.311,42.6919,"log-Gaussian",0.7832,NA,-0.1406,0.0659,0.0338,-0.1804,0.0657,0.0065,0.0056,0.0344,-0.014,0.0717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5182,10,-0.6946,0.4551,0.127,-0.556,0.4502,0.2168,0.2165,0.5693,-0.0545,0.1309,0.3612,0.1995,NA,NA,0.9994,NA
NA,"K18908",0,1,30.1302,160.1099,159.7905,250.171,"Gaussian",0.5397,NA,-0.9874,2.7406,0.7189,0.9034,2.7358,0.7415,4.0911,-4.8818,-0.2209,0.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2946,159.7905,0.085,0.2944,0.7727,-0.039,0.2946,0.8946,0.2253,-0.4007,-0.003,0.0533,0.8932,0.9043,NA,NA,0.9994,NA
NA,"K18909",0,1,10.5695,69.5173,69.4312,162.238,"Gaussian",0.6238,NA,-1.6374,1.7216,0.3425,-3.3866,1.7184,0.0498,0.9273,-1.8615,-0.0976,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3954,69.4312,-0.2091,0.3138,0.5052,-0.6768,0.3182,0.0334,0.0298,-0.2005,-0.0105,0.0617,0.7381,0.4089,NA,NA,0.9994,NA
NA,"K18910",0,0.9036,1.3568,23.9243,20.9526,106.614,"Gaussian",0.81,NA,-0.2794,1.0307,0.7866,2.5836,1.0285,0.0126,0.7668,-9.2796,-0.0314,-0.7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5319,20.9526,-0.0784,0.3555,0.8254,0.4618,0.3645,0.2052,0.4661,-1.6449,-0.028,-0.1536,0.9224,0.2621,NA,NA,0.9997,NA
NA,"K18918",0.003,0.7922,0,58.8935,34.8137,677.483,"log-Gaussian",0.8681,NA,0.0045,0.0666,0.9462,-0.0983,0.0664,0.1403,0.0568,0.2199,-0.0077,0.0765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7239,34.8137,0.6777,0.4658,0.1457,-0.4306,0.4642,0.3536,0.5019,0.2775,-0.0124,0.1287,0.9807,0.5903,NA,NA,0.9994,NA
NA,"K18923",0,0.8614,1.2707,21.8298,18.1203,87.2522,"log-Gaussian",0.7603,NA,-0.0098,0.0428,0.8183,0.0515,0.0428,0.2291,0.0369,-0.0188,0.0034,-0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5544,18.1203,-0.2233,0.3666,0.5426,0.3442,0.3665,0.3477,0.0036,-0.1929,0.0061,-0.0264,0.9303,0.6883,NA,NA,0.9994,NA
NA,"K18926",0,0.9729,2.7041,44.022,36.3593,201.916,"log-Gaussian",0.6689,NA,-0.0276,0.0562,0.6239,-0.1526,0.0561,0.007,0.057,-0.0238,-0.0032,0.0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4224,36.3593,-0.0565,0.323,0.8612,-0.1772,0.3224,0.5825,0.4339,-0.2532,-0.0171,0.1564,0.8474,0.2054,NA,NA,0.9997,NA
NA,"K18928",0.003,0.3494,0,10.2526,7.2401,66.1435,"log-Gaussian",0.6022,NA,0.0859,0.0737,0.2444,-0.0266,0.0735,0.7176,-0.0668,-0.131,-0.0029,-0.0158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3802,10,0.1095,0.3248,0.736,0.0031,0.3239,0.9924,-0.3096,0.1572,-0.016,0.0093,0.6973,0.8931,NA,NA,0.9994,NA
NA,"K18929",0,0.2861,0.2089,8.8372,6.5876,56.2817,"log-Gaussian",0.5616,NA,0.0501,0.0694,0.4714,-0.0307,0.0693,0.6579,-0.0529,-0.1045,-0.0012,-0.0168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3473,10,0.3545,0.3287,0.2808,0.1177,0.3334,0.7242,-0.3632,-0.2306,-0.0175,-0.0075,0.7901,0.8621,NA,NA,0.9994,NA
NA,"K18941",0,0.8916,1.4616,18.1942,17.5254,42.8726,"log-Gaussian",0.4784,NA,0.0229,0.0452,0.6128,-0.0106,0.0451,0.8143,0.0895,-0.0135,0.0031,0.0063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.281,17.5254,0.1364,0.2918,0.6401,0.4444,0.2937,0.1302,0.3421,0.0578,0.0111,0.0248,0.8407,0.9302,NA,NA,0.9994,NA
NA,"K18954",0,0.9849,4.5381,84.2616,66.7722,417.263,"log-Gaussian",0.5201,NA,0.0564,0.0807,0.4856,-0.0105,0.0806,0.8967,-0.0537,-0.0369,-0.0027,-0.0291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2868,66.7722,0.337,0.2931,0.2503,0.173,0.2927,0.5546,-0.0242,-0.1729,0.0046,-0.0509,0.7962,0.9601,NA,NA,0.9994,NA
NA,"K18955",0.009,0.6054,0,18.8364,13.545,157.339,"log-Gaussian",0.7489,NA,-0.091,0.0797,0.2547,-0.1693,0.0796,0.0343,0.0896,-0.1534,-0.0123,0.0591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4664,13.545,0.001,0.3374,0.9975,-0.0829,0.3344,0.8041,0.3808,-0.3976,-0.0386,0.1457,0.7023,0.3617,NA,NA,0.9997,NA
NA,"K18959",0.0181,0.1958,0,27.631,1.0236,2536.19,"log-Gaussian",0.7832,NA,0.143,0.1091,0.191,0.0102,0.1089,0.9252,-0.0405,0.5889,-0.0044,-0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5876,10,0.2945,0.4523,0.515,0.1535,0.4566,0.7368,-0.704,1.0493,-0.0106,0.0182,0.6516,0.9725,NA,NA,0.9994,NA
NA,"K18979",0,0.9307,2.0434,26.7941,23.4988,99.6048,"Gaussian",0.7349,NA,0.5855,1.2745,0.6464,-1.9802,1.272,0.1208,0.4447,3.9866,0.3501,-0.0185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5318,23.4988,-0.2257,0.3595,0.5301,-0.5743,0.3577,0.1084,0.0688,0.7918,0.0394,-0.0371,0.8565,0.559,NA,NA,0.9994,NA
NA,"K18986",0.003,0.1386,0,6.1988,4.3518,41.1176,"Gaussian",0.8015,NA,-0.1386,0.4316,0.7483,0.0329,0.4307,0.9392,0.1241,-0.4328,0.0404,0.1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7165,10,-0.2492,0.6218,0.6886,0.4546,0.6064,0.4535,0.9304,-0.6889,0.0258,0.0712,0.9061,0.9788,NA,NA,0.9994,NA
NA,"K19002",0,0.8163,4.1681,17.5001,16.3663,55.0898,"log-Gaussian",0.7469,NA,0.0073,0.0349,0.8337,-0.0334,0.0348,0.3378,0.0061,0.1107,0.0077,0.0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.618,16.3663,0.3232,0.398,0.4168,-0.1737,0.3949,0.66,0.1932,0.8354,0.0398,0.0333,0.9375,0.7353,NA,NA,0.9994,NA
NA,"K19003",0,0.7741,1.2548,16.1885,14.2398,69.0006,"log-Gaussian",0.6468,NA,-0.0117,0.0436,0.789,-0.0851,0.0436,0.052,0.033,-0.1034,-0.0042,0.0216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.458,14.2398,-0.022,0.3335,0.9475,-0.1645,0.3329,0.6213,0.1757,-1.0201,-0.0141,0.0868,0.9228,0.4161,NA,NA,0.9997,NA
NA,"K19005",0,0.997,9.9849,45.6211,42.6844,141.259,"log-Gaussian",0.7268,NA,0.0295,0.0382,0.4413,-0.0039,0.0381,0.9186,-0.0377,0.0671,0.0062,-0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.617,42.6844,0.2447,0.3967,0.5374,0.0165,0.3976,0.9668,-0.2763,0.7419,0.042,-0.2204,0.7786,0.9689,NA,NA,0.9994,NA
NA,"K19046",0.003,0.2018,0,7.418,6.0199,44.1702,"log-Gaussian",0.5596,NA,0.0066,0.0555,0.9057,-0.0568,0.0554,0.3065,-0.0028,0.078,3e-04,0.0182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.438,10,0.2085,0.3842,0.5874,-0.0815,0.3987,0.8381,0.0546,0.4496,-0.0127,0.0305,0.9637,0.7218,NA,NA,0.9994,NA
NA,"K19048",0.006,0.9307,0,28.2557,25.9611,150.977,"Gaussian",0.6781,NA,-1.6891,1.3641,0.2168,-0.5352,1.3614,0.6945,-0.2131,1.7551,0.1615,0.7252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4605,25.9611,0.1317,0.334,0.6934,0.0562,0.3329,0.866,0.0356,-0.1345,0.0175,0.0242,0.6756,0.8811,NA,NA,0.9994,NA
NA,"K19055",0,1,29.4311,124.2045,124.9055,171.532,"Gaussian",0.5174,NA,-2.9375,1.9158,0.1264,-2.6438,1.9125,0.168,2.8436,1.162,0.0595,0.9179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2545,124.9055,-0.081,0.2892,0.7795,0.2019,0.2893,0.4853,0.1872,-0.0903,0.0211,0.0665,0.5708,0.6256,NA,NA,0.9997,NA
NA,"K19068",0,0.9789,4.3367,28.4999,28.4558,69.163,"log-Gaussian",0.6574,NA,0.0043,0.0332,0.897,-0.0777,0.0331,0.0196,-0.0101,0.0495,0.0033,-0.0091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4295,28.4558,-0.2091,0.3238,0.5184,-0.8218,0.326,0.0117,0.1585,0.0441,0.0189,-0.0878,0.9601,0.2988,NA,NA,0.9994,NA
NA,"K19075",0,0.7259,0.8947,16.0449,15.1131,44.2255,"log-Gaussian",0.7311,NA,0.0108,0.0454,0.812,0.0485,0.0453,0.2857,0.0428,-0.0847,-2e-04,-0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4799,15.1131,0.1699,0.3379,0.615,0.6471,0.3426,0.0589,0.1823,-0.5268,-0.0147,-0.0132,0.9293,0.7141,NA,NA,0.9994,NA
NA,"K19081",0,1,10.4785,45.1887,44.3954,78.7994,"Gaussian",0.5174,NA,-1.2636,1.203,0.2945,-2.7312,1.2009,0.0237,1.0218,0.8003,0.0605,0.9095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3895,44.3954,-0.1481,0.3156,0.6388,-0.372,0.3153,0.238,0.2152,0.3417,0.0163,0.1858,0.7165,0.3187,NA,NA,0.9994,NA
NA,"K19082",0,1,24.9562,60.5697,59.1627,115.562,"Gaussian",0.5826,NA,-3.0835,1.3788,0.0262,-3.3173,1.3763,0.0166,1.2413,0.0306,0.0121,1.0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4349,59.1627,-0.3976,0.3281,0.2255,-0.4658,0.3257,0.1527,0.3446,0.3091,0.0048,0.1943,0.3281,0.288,NA,NA,0.9994,NA
NA,"K19088",0,0.6898,0.2218,14.836,14.2402,43.0285,"log-Gaussian",0.7354,NA,-0.0072,0.0445,0.8716,0.0177,0.0444,0.6909,0.0611,-0.046,-0.0019,-0.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.467,14.2402,-0.1037,0.3358,0.7575,0.2589,0.3357,0.4406,0.2493,-0.166,-0.0167,-0.0032,0.9499,0.8796,NA,NA,0.9994,NA
NA,"K19090",0.003,0.8313,0,19.2177,17.5391,69.2541,"log-Gaussian",0.6681,NA,-0.0115,0.0474,0.8088,0.0392,0.0473,0.4075,0.0691,-0.0431,-0.0041,-0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5118,17.5391,0.1697,0.3499,0.6276,0.6226,0.3536,0.0783,0.4057,0.0232,-0.0294,0.0146,0.9286,0.7615,NA,NA,0.9994,NA
NA,"K19091",0,0.997,3.77,51.2706,48.5147,143.017,"Gaussian",0.6902,NA,-1.3832,1.6294,0.3967,0.8147,1.6262,0.6168,1.0284,-6.9015,-0.1005,-0.3517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4817,48.5147,0.0653,0.3412,0.8482,0.7442,0.3397,0.0285,0.0302,-0.6864,-0.0092,-0.0308,0.7596,0.8441,NA,NA,0.9997,NA
NA,"K19092",0,1,76.52,300.7869,303.4815,500.441,"Gaussian",0.5903,NA,-3.1441,5.7916,0.5877,-3.3421,5.7809,0.5637,8.5081,-4.1038,0.3491,0.1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4336,303.4815,0.2459,0.3271,0.4521,0.3939,0.3252,0.2258,0.2381,-0.3962,0.011,-0.0823,0.8302,0.8278,NA,NA,0.9994,NA
NA,"K19115",0,0.2018,0.1565,6.4969,4.7635,47.588,"log-Gaussian",0.774,NA,0.003,0.0521,0.9538,-0.022,0.052,0.6732,0.0394,-0.2723,-0.001,0.0159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6117,10,0.5184,0.4577,0.2574,0.0178,0.4766,0.9702,-0.2233,-1.6341,-0.013,-0.0235,0.9818,0.8701,NA,NA,0.9994,NA
NA,"K19116",0.003,0.2018,0,6.8415,5.3301,47.2948,"log-Gaussian",0.7624,NA,0.0045,0.0541,0.9332,0.008,0.054,0.8826,0.0045,-0.324,-7e-04,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6273,10,0.1717,0.4734,0.7168,0.103,0.4783,0.8295,-0.1723,-1.9657,-0.0112,0.0031,0.976,0.9548,NA,NA,0.9994,NA
NA,"K19117",0,1,13.4322,47.5474,46.9171,98.8998,"log-Gaussian",0.6954,NA,-0.0139,0.0259,0.5909,-0.0106,0.0258,0.6815,-0.0121,0.1014,0.008,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4614,46.9171,-0.5024,0.3377,0.1369,0.0259,0.3351,0.9385,-0.117,0.9598,0.0589,0.036,0.8313,0.8754,NA,NA,0.9994,NA
NA,"K19118",0,1,10.2376,48.5188,47.876,94.7722,"log-Gaussian",0.6714,NA,-0.0181,0.0264,0.4939,-0.013,0.0264,0.624,-0.0169,0.0957,0.007,-0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4324,47.876,-0.0987,0.3267,0.7626,0.0566,0.3257,0.8619,0.0119,0.5084,0.0445,2e-04,0.7991,0.8474,NA,NA,0.9994,NA
NA,"K19119",0,1,12.5934,50.7668,49.5622,108.274,"log-Gaussian",0.6758,NA,-0.0161,0.0285,0.573,-0.0217,0.0284,0.446,-0.0047,0.132,0.009,-0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4468,49.5622,-0.1831,0.3306,0.5798,0.3221,0.3321,0.3322,0.0894,0.7801,0.0588,-0.0286,0.8285,0.7797,NA,NA,0.9994,NA
NA,"K19123",0,0.2018,0.6872,7.2903,5.7763,39.2515,"log-Gaussian",0.6341,NA,0.0155,0.0514,0.7631,-0.0526,0.0513,0.3056,-0.0077,0.0987,-6e-04,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5315,10,0.206,0.4169,0.6212,-0.2747,0.4346,0.5273,-0.1692,0.788,-0.0082,0.0223,0.9125,0.7216,NA,NA,0.9994,NA
NA,"K19124",0.003,0.2199,0,7.5014,6.2095,34.2774,"log-Gaussian",0.58,NA,0.0034,0.0532,0.9491,-0.0803,0.0531,0.1316,0.0223,0.0204,0.0016,0.0194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4793,10,0.1107,0.3887,0.7758,-0.1721,0.4022,0.6687,0.1695,0.3148,-0.0119,0.0642,0.981,0.5777,NA,NA,0.9994,NA
NA,"K19125",0.003,0.253,0,8.034,6.53,37.4436,"log-Gaussian",0.616,NA,-0.0103,0.0535,0.8472,-0.0585,0.0534,0.2742,0.0011,0.006,-0.001,0.0242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.52,10,-0.4465,0.3993,0.2635,-0.2845,0.3967,0.4732,0.0191,0.2352,-0.0258,0.0527,0.9404,0.7092,NA,NA,0.9994,NA
