"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","baseline_medianTPMAbd","baseline_prevalence","postFresh_medianTPMAbd","postFresh_prevalence","postPast_medianTPMAbd","postPast_prevalence","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","freshInt_ageLow_effect","freshInt_ageHigh_effect","freshInt_ageLow_se","freshInt_ageHigh_se","freshInt_ageLow_pvalue","freshInt_ageHigh_pvalue","freshInt_sexM_effect","freshInt_sexW_effect","freshInt_sexM_se","freshInt_sexW_se","freshInt_sexM_pvalue","freshInt_sexW_pvalue","freshInt_bmiLow_effect","freshInt_bmiHigh_effect","freshInt_bmiLow_se","freshInt_bmiHigh_se","freshInt_bmiLow_pvalue","freshInt_bmiHigh_pvalue","pastInt_ageLow_effect","pastInt_ageHigh_effect","pastInt_ageLow_se","pastInt_ageHigh_se","pastInt_ageLow_pvalue","pastInt_ageHigh_pvalue","pastInt_sexM_effect","pastInt_sexW_effect","pastInt_sexM_se","pastInt_sexW_se","pastInt_sexM_pvalue","pastInt_sexW_pvalue","pastInt_bmiLow_effect","pastInt_bmiHigh_effect","pastInt_bmiLow_se","pastInt_bmiHigh_se","pastInt_bmiLow_pvalue","pastInt_bmiHigh_pvalue","freshInt_pvalue_correct","pastInt_pvalue_correct","freshInt_ageLow_pvalue_correct","pastInt_ageLow_pvalue_correct","freshInt_ageHigh_pvalue_correct","pastInt_ageHigh_pvalue_correct","freshInt_sexM_pvalue_correct","pastInt_sexM_pvalue_correct","freshInt_sexW_pvalue_correct","pastInt_sexW_pvalue_correct","freshInt_bmiLow_pvalue_correct","pastInt_bmiLow_pvalue_correct","freshInt_bmiHigh_pvalue_correct","pastInt_bmiHigh_pvalue_correct"
NA,"K21394",0,1,21.9599,111.9628,110.834,245.439,110.89,1,109.411,1,111.754,1,"Gaussian",0.5584,NA,-4.2069,2.6098,0.1081,-4.3712,2.62,0.0964,0.9554,-1.2631,-0.1171,2.2932,-3.7838,-4.6997,3.5448,3.8915,0.2867,0.2282,-2.8634,-5.2357,3.9777,3.4601,0.4722,0.1314,-4.443,-3.7845,3.2804,4.2723,0.1767,0.3765,-5.6583,-2.7966,3.5448,3.9255,0.1116,0.4768,-0.425,-7.3983,3.9777,3.484,0.915,0.0346,-7.955,1.847,3.2804,4.3179,0.016,0.6692,0.4912,0.4768,0.7798,0.7382,0.766,0.8518,0.8861,0.9849,0.769,0.5514,0.6775,0.4153,0.8047,0.9274
NA,"K21395",0,1,37.9392,136.9919,135.505,259.635,136.348,1,133.0535,1,136.127,1,"Gaussian",0.5151,NA,-5.206,2.8361,0.0675,-3.1396,2.8472,0.2711,1.5025,-0.781,-0.1281,1.7668,-5.4336,-4.9235,3.8541,4.2312,0.1597,0.2456,-4.5385,-5.7217,4.3279,3.7648,0.2953,0.1297,-4.938,-5.6314,3.5555,4.6306,0.166,0.225,-4.1515,-1.8965,3.8541,4.2682,0.2824,0.6572,0.1917,-5.6955,4.3279,3.7909,0.9647,0.1341,-7.4854,4.4029,3.5555,4.68,0.0362,0.3476,0.4154,0.6456,0.7523,0.7792,0.7691,0.9136,0.8414,0.9925,0.7674,0.7707,0.6685,0.4844,0.7085,0.7862
NA,"K21397",0,0.845,3.0966,19.5393,17.0843,149.53,17.7546,0.8713,15.844,0.8023,16.0302,0.8353,"log-Gaussian",0.6021,NA,-0.0403,0.0479,0.4008,-0.0388,0.0481,0.4203,0.0368,0.1173,0.0095,-0.0194,-0.0465,-0.0334,0.065,0.0714,0.475,0.64,-0.0838,-0.0074,0.0732,0.0637,0.2534,0.9077,0.0032,-0.1141,0.0605,0.0787,0.9575,0.1485,0.0011,-0.0876,0.065,0.072,0.9871,0.2246,-0.0727,-0.0129,0.0732,0.0641,0.3215,0.8409,-0.0381,-0.0399,0.0605,0.0796,0.5294,0.6169,0.7187,0.7299,0.8518,0.9978,0.9067,0.766,0.8373,0.8525,0.9833,0.968,0.9912,0.8812,0.6548,0.9094
NA,"K21449",0,0.1462,0.0991,5.871,3.6166,54.3331,4.0501,0.1345,3.2129,0.1512,3.5414,0.1647,"log-Gaussian",0.7229,NA,-0.0731,0.0599,0.2233,-0.0257,0.0601,0.6695,0.0533,0.3797,-0.0013,0.01,-0.1493,0.0195,0.0809,0.0888,0.066,0.8267,-0.0648,-0.0791,0.0914,0.0795,0.479,0.3209,-0.0287,-0.1483,0.0756,0.0985,0.7046,0.1332,-0.1095,0.0773,0.0809,0.0895,0.1768,0.3885,-0.0832,0.0184,0.0914,0.0801,0.3635,0.8181,-0.0141,-0.0455,0.0756,0.0995,0.8525,0.6478,0.611,0.8555,0.7222,0.7573,0.9628,0.8125,0.8883,0.863,0.8519,0.9633,0.9377,0.9717,0.633,0.921
NA,"K21453",0,0.9327,2.1488,18.8201,17.877,52.0203,17.496,0.9298,16.3168,0.9302,19.0798,0.9412,"Gaussian",0.6926,NA,-0.6582,0.6247,0.293,1.3835,0.6272,0.0282,-0.2069,-1.3796,0.1281,-0.1918,-1.0409,-0.1999,0.8484,0.9312,0.2209,0.8302,-0.8633,-0.5013,0.9545,0.8301,0.3666,0.5464,-1.0898,0.0728,0.7892,1.0278,0.1685,0.9436,1.3962,1.3708,0.8484,0.9394,0.101,0.1457,0.8229,1.8136,0.9545,0.8359,0.3894,0.0309,1.4296,1.3004,0.7892,1.0388,0.0712,0.2117,0.656,0.3235,0.766,0.7322,0.9642,0.7499,0.863,0.8743,0.9014,0.5327,0.6703,0.5736,0.9896,0.7023
NA,"K21462",0,0.9152,3.5915,20.8248,19.2122,79.0443,19.0225,0.9415,18.9787,0.8953,20.2623,0.8824,"log-Gaussian",0.6559,NA,-0.0359,0.0389,0.3569,-0.0475,0.0391,0.2255,-0.0069,-0.0524,0.0061,-0.013,-0.0611,-0.0057,0.0529,0.058,0.2491,0.9221,0.011,-0.0712,0.0593,0.0515,0.853,0.1682,-0.05,-0.0121,0.0492,0.0641,0.311,0.851,-0.0578,-0.0347,0.0529,0.0585,0.2754,0.5543,-0.0743,-0.0269,0.0593,0.0519,0.2114,0.6044,-0.0529,-0.0381,0.0492,0.0648,0.2831,0.5575,0.6929,0.6121,0.7713,0.7745,0.9876,0.8781,0.9704,0.8171,0.7964,0.9127,0.7678,0.7535,0.9717,0.8882
NA,"K21467",0,0.9854,4.4478,39.03,38.4086,91.9081,38.4834,0.9825,36.7396,0.9884,39.026,0.9882,"Gaussian",0.7343,NA,-0.5398,1.1313,0.6337,0.1912,1.1358,0.8664,1.2308,-6.0835,-0.1335,0.1222,-0.9695,-0.0478,1.5251,1.6739,0.5255,0.9772,-1.1953,-0.0399,1.7271,1.502,0.4895,0.9788,-1.4617,1.0187,1.4247,1.8554,0.3058,0.5834,2.0782,-2.116,1.5251,1.6886,0.1742,0.2113,-1.0512,1.1439,1.7271,1.5124,0.5433,0.4501,0.7494,-0.784,1.4247,1.8752,0.5993,0.6762,0.835,0.9448,0.8687,0.7561,0.9968,0.766,0.8911,0.901,0.9956,0.882,0.7675,0.9033,0.8974,0.93
NA,"K21470",0.0117,0.1754,0,4.931,1.6581,44.2866,1.5942,0.1637,2.23,0.1628,1.3329,0.2118,"log-Gaussian",0.8389,NA,0.0418,0.0602,0.4886,-0.0216,0.0605,0.7214,-0.0029,-0.2767,-0.0086,0.0007,0.019,0.0682,0.0815,0.0895,0.8159,0.447,0.1337,-0.028,0.0917,0.0797,0.1461,0.7262,0.0582,0.014,0.0762,0.0992,0.4454,0.8877,0.0467,-0.1049,0.0815,0.0903,0.5675,0.2461,0.0665,-0.0892,0.0917,0.0803,0.4688,0.2677,-0.0364,0.0041,0.0762,0.1003,0.6336,0.9671,0.7626,0.8818,0.9604,0.8796,0.8405,0.7695,0.7813,0.886,0.9435,0.8375,0.8403,0.9148,0.9787,0.9937
NA,"K21471",0,1,48.2544,211.6546,214.2295,346.672,214.746,1,215.075,1,213.294,1,"Gaussian",0.6273,NA,-4.7111,4.1012,0.2517,-2.0133,4.1173,0.6253,7.4176,-22.447,-0.5321,0.2687,-2.1965,-7.7865,5.5561,6.0992,0.6929,0.2028,-7.099,-2.9097,6.2688,5.4526,0.2585,0.594,-9.4632,3.3641,5.1641,6.7254,0.068,0.6173,2.9034,-8.0483,5.5561,6.1525,0.6017,0.1919,-1.2844,-2.5734,6.2688,5.4904,0.8378,0.6397,-4.8775,2.9181,5.1641,6.7973,0.3458,0.668,0.6375,0.8304,0.9269,0.8949,0.766,0.766,0.8373,0.968,0.9096,0.9264,0.5707,0.7854,0.9096,0.9269
NA,"K21472",0,0.9942,4.0729,41.5117,40.8656,94.5202,41.3616,1,40.0223,1,41.562,0.9765,"Gaussian",0.5721,NA,-1.5751,1.097,0.1522,-1.0807,1.1013,0.3273,0.6619,-0.0426,0.1019,-0.4041,0.4539,-4.0185,1.4789,1.6235,0.7592,0.0139,-2.9159,-0.5547,1.6674,1.4503,0.0815,0.7024,-2.3577,-0.2504,1.3854,1.8043,0.0899,0.8897,-0.2668,-2.0893,1.4789,1.6377,0.857,0.2031,-3.2097,0.5522,1.6674,1.4603,0.0553,0.7056,-0.9323,-1.3434,1.3854,1.8236,0.5016,0.462,0.547,0.675,0.9432,0.9719,0.6698,0.766,0.6938,0.6291,0.937,0.938,0.6015,0.8704,0.9795,0.8491
NA,"K21478",0.0029,0.4298,0,9.7257,8.5463,55.1166,9.1237,0.4444,8.6587,0.4419,7.8484,0.3882,"log-Gaussian",0.7139,NA,-0.0432,0.0655,0.5104,-0.0741,0.0657,0.2604,-0.0246,0.2922,0.0035,0.0035,0.0244,-0.1235,0.0885,0.0971,0.7827,0.2044,-0.0617,-0.0285,0.0992,0.0863,0.5346,0.7413,-0.0392,-0.0499,0.0829,0.1079,0.6367,0.6441,-0.1338,-0.0015,0.0885,0.0979,0.1316,0.988,-0.2337,0.0482,0.0992,0.0869,0.0193,0.5795,-0.0743,-0.0739,0.0829,0.1091,0.3709,0.4989,0.7734,0.6416,0.9515,0.7486,0.766,0.9978,0.8984,0.4802,0.9469,0.9093,0.9162,0.7998,0.9198,0.8689
NA,"K21488",0.0058,0.1667,0,5.9402,3.8221,46.7622,3.7134,0.1404,4.3431,0.1744,3.5916,0.2118,"log-Gaussian",0.7254,NA,0.0773,0.0606,0.2028,0.0454,0.0608,0.4557,-0.0268,0.1602,0.0111,0.0399,0.013,0.1542,0.082,0.09,0.8741,0.0878,0.0171,0.1231,0.0925,0.0804,0.8533,0.1272,0.1314,-0.0141,0.0764,0.0995,0.0867,0.8877,0.0772,0.0069,0.082,0.0908,0.347,0.9397,-0.0117,0.0892,0.0925,0.081,0.8996,0.2715,0.0369,0.0605,0.0764,0.1006,0.6293,0.5482,0.5955,0.7475,0.9775,0.8036,0.7246,0.9917,0.9705,0.9809,0.7618,0.8383,0.5983,0.9129,0.9787,0.8861
NA,"K21495",0,0.1491,0.6092,6.613,4.7729,67.1965,5.1446,0.1345,4.7365,0.1628,4.1285,0.1647,"log-Gaussian",0.6823,NA,0.0157,0.0538,0.7713,-0.0521,0.054,0.336,0.0336,-0.0704,-0.0031,0.015,0.0941,-0.0788,0.0728,0.0799,0.1974,0.325,0.0501,-0.0108,0.0818,0.0712,0.5409,0.8799,0.0017,0.0397,0.0677,0.0882,0.9796,0.6528,-0.0229,-0.0882,0.0728,0.0806,0.7531,0.275,0.053,-0.1326,0.0818,0.0717,0.518,0.0654,-0.1214,0.0681,0.0677,0.0892,0.0742,0.4455,0.9036,0.6789,0.766,0.943,0.7927,0.7745,0.8994,0.894,0.9755,0.6559,0.997,0.5777,0.9227,0.8403
NA,"K21498",0.0029,0.5029,0,13.885,10.0594,102.981,9.9762,0.4971,10.5285,0.5349,9.2362,0.4824,"log-Gaussian",0.7553,NA,0.0344,0.0504,0.4954,0.0009,0.0506,0.9855,0.0135,-0.1092,0.0024,0.0022,0.0156,0.0572,0.0685,0.0752,0.8203,0.4477,0.0851,-0.0045,0.0761,0.0662,0.2643,0.9464,0.0232,0.054,0.0633,0.0824,0.7143,0.5131,-0.0161,0.0219,0.0685,0.0758,0.8143,0.7728,0.15,-0.1134,0.0761,0.0666,0.0497,0.0899,-0.0739,0.1307,0.0633,0.0833,0.2437,0.1179,0.7653,0.9944,0.9612,0.9604,0.8409,0.9488,0.8373,0.6056,0.9902,0.708,0.9411,0.7228,0.8751,0.6175
NA,"K21512",0,0.8743,3.0539,21.8542,19.3564,75.6191,19.8503,0.883,17.9118,0.8837,18.5337,0.8471,"log-Gaussian",0.764,NA,-0.0532,0.0389,0.1725,-0.0603,0.039,0.1232,0.0937,-0.0011,0.0051,-0.0291,-0.0522,-0.0552,0.0524,0.0575,0.3192,0.338,-0.077,-0.0352,0.0594,0.0516,0.1958,0.4963,-0.0007,-0.1419,0.0488,0.0635,0.9883,0.0263,0.0113,-0.148,0.0524,0.058,0.8289,0.0112,-0.0493,-0.0688,0.0594,0.052,0.4073,0.1871,-0.073,-0.038,0.0488,0.0642,0.1358,0.5542,0.5683,0.5128,0.7909,0.9635,0.7991,0.6582,0.8099,0.8767,0.8911,0.8067,0.9982,0.6349,0.4606,0.8872
NA,"K21556",0.0058,0.3801,0,10.3814,7.6722,67.2542,7.5493,0.345,7.9631,0.407,7.965,0.4235,"log-Gaussian",0.549,NA,0.0633,0.0856,0.4603,-0.0305,0.0859,0.7232,-0.0443,-0.1552,-0.0092,-0.0303,-0.0499,0.1999,0.1157,0.127,0.6667,0.1168,0.1723,-0.0195,0.1304,0.1134,0.1875,0.8639,0.1248,-0.0406,0.1079,0.1405,0.2482,0.7725,-0.1182,0.0778,0.1157,0.1282,0.3081,0.5444,0.0784,-0.1139,0.1304,0.1142,0.5484,0.3195,-0.0726,0.043,0.1079,0.142,0.5016,0.7623,0.7489,0.882,0.9177,0.7903,0.7451,0.8751,0.8067,0.902,0.9717,0.8512,0.7277,0.8704,0.9574,0.9571
NA,"K21562",0.0088,0.1901,0,6.7978,6.0561,48.7661,6.1352,0.2047,6.0631,0.1977,5.9099,0.1529,"Gaussian",0.7838,NA,-0.331,0.3647,0.3649,-0.9314,0.3661,0.0115,-0.3168,0.8094,-0.0074,0.1567,0.0754,-0.821,0.4943,0.5425,0.8789,0.1314,-0.6636,-0.0806,0.5566,0.484,0.2342,0.8678,-0.4835,-0.0695,0.459,0.5978,0.2931,0.9075,-0.7377,-1.1705,0.4943,0.5473,0.1368,0.0334,-0.7654,-1.0584,0.5566,0.4874,0.1703,0.0308,-1.3871,-0.1416,0.459,0.6042,0.0028,0.8149,0.6973,0.2363,0.9777,0.7486,0.7486,0.6943,0.8366,0.7964,0.9725,0.5327,0.7585,0.2353,0.9828,0.9642
NA,"K21571",0,0.6784,0.454,26.9025,17.8197,172.973,16.7636,0.6667,20.593,0.7093,17.6701,0.6706,"log-Gaussian",0.6425,NA,0.0906,0.0932,0.3319,-0.0502,0.0936,0.5921,-0.0224,-0.2787,-0.009,-0.0281,-0.0417,0.2501,0.1259,0.1382,0.7409,0.0716,0.2122,-0.0016,0.1421,0.1236,0.1365,0.9895,0.1928,-0.0822,0.1172,0.1526,0.1012,0.5909,-0.1595,0.0849,0.1259,0.1394,0.2063,0.5429,0.0485,-0.1258,0.1421,0.1244,0.7333,0.3128,-0.0847,0.0101,0.1172,0.1543,0.4707,0.9476,0.6771,0.8142,0.9406,0.766,0.7223,0.8751,0.7734,0.9458,0.9981,0.8495,0.6078,0.8539,0.9009,0.9896
NA,"K21572",0,1,12.4607,483.886,367.964,2656.82,320.935,1,417.5365,1,392.194,1,"log-Gaussian",0.5522,NA,0.1469,0.1026,0.1533,-0.0016,0.103,0.9875,-0.0184,-0.2034,-0.0108,-0.029,-0.0126,0.3397,0.1384,0.1519,0.9273,0.0262,0.2501,0.0684,0.1563,0.136,0.1108,0.6155,0.2507,-0.0287,0.1291,0.1681,0.0531,0.8645,-0.1367,0.1649,0.1384,0.1532,0.3239,0.2828,0.1411,-0.111,0.1563,0.1369,0.3677,0.4181,-0.0409,0.0671,0.1291,0.1699,0.7515,0.6931,0.5485,0.9959,0.9877,0.7923,0.6849,0.7792,0.7424,0.863,0.9176,0.8797,0.5442,0.9534,0.973,0.9362
NA,"K21573",0,1,10.081,404.2483,301.514,2305.96,264.62,1,356.7515,1,320.284,1,"log-Gaussian",0.5462,NA,0.1479,0.1029,0.1516,-0.0028,0.1033,0.9782,-0.0173,-0.1845,-0.0108,-0.0269,-0.0096,0.3385,0.1388,0.1524,0.9447,0.0271,0.2535,0.0677,0.1568,0.1364,0.1071,0.6203,0.2496,-0.0239,0.1295,0.1687,0.055,0.8874,-0.1414,0.1679,0.1388,0.1537,0.3092,0.2755,0.134,-0.1078,0.1568,0.1374,0.3935,0.4334,-0.0401,0.0624,0.1295,0.1705,0.7572,0.7147,0.547,0.9922,0.9932,0.7903,0.6849,0.7745,0.7344,0.8757,0.9176,0.8813,0.5478,0.9557,0.9787,0.9412
NA,"K21574",0,0.5292,0.3881,15.2766,10.5634,85.9395,10.1548,0.5029,12.204,0.593,10.1007,0.5176,"log-Gaussian",0.5553,NA,0.0936,0.0923,0.3114,-0.021,0.0927,0.8208,-0.0473,-0.1223,-0.0085,-0.0262,-0.0257,0.2378,0.1247,0.1369,0.8372,0.0836,0.2631,-0.0348,0.1404,0.1221,0.062,0.7761,0.1754,-0.0448,0.1164,0.1516,0.1328,0.7679,-0.1395,0.1251,0.1247,0.1381,0.2645,0.3661,0.0939,-0.1091,0.1404,0.123,0.5042,0.3756,-0.0447,0.0205,0.1164,0.1532,0.7014,0.8936,0.6687,0.9247,0.9668,0.7713,0.7231,0.8081,0.646,0.8911,0.9541,0.868,0.633,0.9363,0.9571,0.9797
NA,"K21575",0.0029,0.386,0,10.2059,8.0159,71.2992,7.381,0.3684,9.3845,0.4302,7.6917,0.3765,"log-Gaussian",0.5539,NA,0.0916,0.0844,0.2789,-0.0479,0.0847,0.5722,-0.0549,-0.1523,-0.0056,-0.0229,-0.0239,0.2311,0.114,0.1251,0.8342,0.0658,0.2175,-0.0039,0.1285,0.1118,0.0917,0.9719,0.1946,-0.0828,0.1061,0.1382,0.0678,0.5497,-0.1599,0.0901,0.114,0.1262,0.1618,0.4758,0.0656,-0.135,0.1285,0.1125,0.61,0.2314,-0.0645,-0.0185,0.1061,0.1397,0.5437,0.8948,0.6481,0.8034,0.9655,0.753,0.7222,0.8518,0.708,0.9158,0.994,0.8353,0.5707,0.8851,0.8866,0.9797
NA,"K21576",0,0.1316,1.0041,6.8332,6.303,22.8655,6.668,0.1637,6.2896,0.1279,5.6721,0.0706,"Gaussian",0.7193,NA,-0.2559,0.2786,0.3592,-0.9199,0.2797,0.0011,-0.1717,-0.0263,0.0278,0.2366,-0.3991,-0.0841,0.3784,0.4153,0.2925,0.8398,-0.4933,-0.0755,0.4254,0.3699,0.2472,0.8385,-0.3677,-0.0649,0.3515,0.4578,0.2964,0.8874,-0.9223,-0.916,0.3784,0.419,0.0155,0.0297,-1.1736,-0.7254,0.4254,0.3725,0.0062,0.0526,-1.1708,-0.485,0.3515,0.4626,0.001,0.2955,0.6929,0.0953,0.7804,0.6698,0.9676,0.6849,0.8373,0.4072,0.968,0.6204,0.7613,0.1512,0.9787,0.7605
NA,"K21577",0,0.1053,1.2826,6.4421,5.9219,20.3011,6.1947,0.1228,6.0014,0.1163,5.1688,0.0588,"log-Gaussian",0.7194,NA,-0.0301,0.0325,0.355,-0.1095,0.0326,0.0009,-0.0225,-0.016,0.0038,0.0274,-0.0434,-0.0143,0.0441,0.0484,0.3256,0.7681,-0.0584,-0.0086,0.0496,0.0432,0.2403,0.8416,-0.0654,0.0299,0.0408,0.0531,0.11,0.5735,-0.0954,-0.1266,0.0441,0.0488,0.0314,0.0101,-0.1334,-0.0912,0.0496,0.0435,0.0077,0.0368,-0.1566,-0.028,0.0408,0.0537,0.0002,0.602,0.6921,0.0888,0.7929,0.6882,0.9462,0.6399,0.8373,0.4214,0.968,0.5643,0.6149,0.0638,0.895,0.9044
NA,"K21600",0,1,67.6825,260.5978,259.8275,437.381,260.716,1,257.356,1,260.767,1,"Gaussian",0.5773,NA,-7.0121,4.2439,0.0996,-2.9732,4.2606,0.4859,6.9305,-5.4883,0.0051,1.4303,-1.1781,-14.0599,5.7411,6.3025,0.8376,0.0265,-7.8252,-6.3869,6.4863,5.6419,0.2287,0.2586,-13.7646,4.4508,5.3223,6.9315,0.0102,0.5214,0.2568,-6.9507,5.7411,6.3575,0.9644,0.2752,-5.8986,-0.7298,6.4863,5.6809,0.364,0.8979,-6.5666,3.2159,5.3223,7.0056,0.2184,0.6466,0.4823,0.7619,0.9668,0.9962,0.6849,0.7745,0.832,0.863,0.8373,0.9805,0.3969,0.7066,0.8771,0.9207
NA,"K21636",0,1,97.0124,271.6371,266.113,488.847,266.228,1,267.465,1,265.078,1,"Gaussian",0.6283,NA,-4.8873,3.9876,0.2214,-2.6928,4.0033,0.5018,5.6678,-1.6183,1.2958,-0.1706,-3.5556,-6.5051,5.4189,5.9488,0.5123,0.2751,-10.8216,-0.384,6.0695,5.2794,0.0757,0.9421,-6.0264,-2.9487,5.0444,6.5695,0.2333,0.6539,-1.5487,-4.0944,5.4189,6.0008,0.7753,0.4956,-8.4369,1.7123,6.0695,5.316,0.1657,0.7476,-3.9447,-0.5288,5.0444,6.6397,0.4349,0.9366,0.6102,0.7691,0.8631,0.9492,0.7745,0.8574,0.6794,0.7948,0.9891,0.9483,0.7141,0.8362,0.9227,0.9885
NA,"K21672",0,0.731,1.6486,14.7162,12.9768,50.6972,12.7443,0.731,13.0692,0.7209,13.7327,0.7412,"log-Gaussian",0.6698,NA,0.0055,0.0393,0.8897,-0.0365,0.0395,0.3569,0.017,0.1264,0.0085,0.0005,0.0097,-0.0001,0.0533,0.0585,0.8565,0.9983,-0.0458,0.0443,0.06,0.0522,0.4455,0.3963,0.0089,-0.0003,0.0498,0.0648,0.8582,0.9959,0.0056,-0.0879,0.0533,0.0591,0.9172,0.138,-0.0729,-0.0085,0.06,0.0525,0.2254,0.872,-0.0397,-0.0309,0.0498,0.0655,0.4264,0.6382,0.9558,0.6929,0.9717,0.9865,0.9996,0.7486,0.882,0.8277,0.8757,0.974,0.972,0.8305,0.9995,0.9175
NA,"K21688",0,0.8713,0.9009,30.1629,24.0802,175.564,23.9607,0.8772,25.2419,0.8488,22.3319,0.8824,"log-Gaussian",0.6867,NA,-0.0148,0.065,0.82,-0.1013,0.0652,0.1214,0.0135,-0.0122,-0.007,0.0286,0.0405,-0.08,0.0875,0.0961,0.6439,0.4059,-0.0388,0.0034,0.0993,0.0864,0.6962,0.9686,-0.0703,0.0794,0.082,0.1068,0.3922,0.4578,-0.1911,0.0082,0.0875,0.0969,0.0299,0.9327,-0.1235,-0.0843,0.0993,0.087,0.2149,0.3333,-0.1269,-0.0573,0.082,0.1079,0.1229,0.5957,0.9247,0.5112,0.9087,0.6849,0.821,0.9893,0.9357,0.8171,0.9932,0.8561,0.81,0.6233,0.8475,0.9023
NA,"K21721",0,0.6082,1.066,14.8904,12.5566,69.1818,11.5485,0.5789,12.7321,0.5698,15.837,0.7059,"Gaussian",0.7052,NA,-0.458,0.8693,0.5988,2.3074,0.8727,0.0087,0.8847,-1.7968,0.1705,-0.3562,-0.0668,-0.9327,1.1811,1.2964,0.955,0.4725,-0.7712,-0.2242,1.3278,1.1548,0.5619,0.8462,-1.2247,0.8416,1.097,1.4287,0.2653,0.5563,2.6,1.9489,1.1811,1.3077,0.0286,0.1373,2.9548,1.8112,1.3278,1.1628,0.0269,0.1205,2.2151,2.4623,1.097,1.444,0.0445,0.0893,0.8186,0.2142,0.9955,0.6849,0.8506,0.7486,0.905,0.521,0.9688,0.7534,0.7418,0.5144,0.8876,0.601
NA,"K21739",0,0.4006,0.5954,11.2883,8.6911,100.047,8.5665,0.386,9.4517,0.4651,7.7749,0.3647,"log-Gaussian",0.7226,NA,0.0801,0.0522,0.1264,-0.0566,0.0524,0.2812,0.0406,0.1144,-0.0056,-0.0203,0.0874,0.0718,0.0709,0.0778,0.2186,0.3568,0.1647,0.0162,0.0796,0.0692,0.0395,0.8146,0.0863,0.0701,0.0657,0.0855,0.1901,0.4131,-0.0969,-0.0075,0.0709,0.0785,0.1731,0.9243,-0.054,-0.0587,0.0796,0.0697,0.498,0.4007,-0.1217,0.0564,0.0657,0.0864,0.0649,0.515,0.5176,0.6499,0.766,0.7553,0.8067,0.9877,0.5716,0.8911,0.9623,0.8766,0.6878,0.5661,0.8219,0.8753
NA,"K21741",0.0088,0.1608,0,5.8954,3.5813,49.4172,3.3829,0.1579,3.6637,0.1744,3.71,0.1529,"log-Gaussian",0.6481,NA,0.0774,0.0741,0.2976,-0.033,0.0744,0.658,-0.0655,0.0568,-0.0097,-0.0145,-0.0122,0.1856,0.1003,0.1102,0.903,0.0931,0.1706,0.0065,0.1129,0.0982,0.1318,0.9473,0.09,0.0562,0.0936,0.122,0.3372,0.6455,-0.097,0.0459,0.1003,0.1111,0.3344,0.6798,0.079,-0.1188,0.1129,0.0988,0.4848,0.2304,-0.0766,0.0428,0.0936,0.1233,0.414,0.7287,0.6586,0.8489,0.9845,0.7953,0.7321,0.9229,0.7701,0.8896,0.9905,0.8339,0.7801,0.822,0.9204,0.9461
NA,"K21744",0,1,16.1751,59.2755,57.6713,167.221,58.7426,1,57.481,1,55.5886,1,"Gaussian",0.7178,NA,-2.2441,1.4913,0.1336,-2.4196,1.4971,0.1073,4.0579,0.5918,0.0564,-0.2136,-3.7364,-0.4248,2.0156,2.2124,0.0649,0.8479,0.4583,-4.2894,2.2698,1.9739,0.8401,0.0307,-3.5251,-0.0633,1.8777,2.4453,0.0616,0.9794,-4.5872,0.2399,2.0156,2.2317,0.0237,0.9145,-1.136,-3.4042,2.2698,1.9876,0.6171,0.088,-4.0776,0.449,1.8777,2.4715,0.0308,0.856,0.5298,0.4903,0.7222,0.6849,0.9693,0.9863,0.968,0.9176,0.5327,0.7038,0.5634,0.4652,0.997,0.9717
NA,"K21745",0,1,44.8237,157.1244,158.868,215.999,156.726,1,158.61,1,164.287,1,"Gaussian",0.5777,NA,1.1413,2.688,0.6715,2.5546,2.6985,0.3446,3.6411,-3.6541,0.0842,0.8941,4.2114,-2.5658,3.6419,3.9979,0.2485,0.5216,-4.5052,5.4182,4.0821,3.5507,0.2707,0.1282,-2.1002,6.6319,3.3814,4.4037,0.5351,0.1333,4.2844,0.4226,3.6419,4.0328,0.2405,0.9166,-0.8351,5.154,4.0821,3.5752,0.8381,0.1506,2.7809,2.1392,3.3814,4.4508,0.4116,0.6312,0.8565,0.6856,0.7713,0.7687,0.8668,0.9865,0.8381,0.968,0.7641,0.785,0.8836,0.8213,0.633,0.9139
NA,"K21755",0,0.9942,5.864,41.8823,42.2097,77.5447,43.1189,1,40.849,0.9884,40.2407,0.9882,"Gaussian",0.599,NA,-2.4378,1.1346,0.0326,-3.1226,1.1391,0.0065,1.6451,-3.6722,-0.0394,0.9158,-2.6877,-2.132,1.5417,1.6924,0.0824,0.2088,-4.1789,-1.121,1.7292,1.5041,0.0163,0.4567,-3.992,0.2116,1.4242,1.8548,0.0054,0.9093,-3.6392,-2.4885,1.5417,1.7072,0.019,0.1461,-3.5669,-2.7823,1.7292,1.5145,0.0401,0.0673,-4.4103,-0.9072,1.4242,1.8746,0.0022,0.6288,0.3346,0.1947,0.7231,0.6846,0.766,0.7499,0.4593,0.5719,0.8837,0.6559,0.3266,0.2058,0.9833,0.9129
