"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","baseline_medianTPMAbd","baseline_prevalence","postFresh_medianTPMAbd","postFresh_prevalence","postPast_medianTPMAbd","postPast_prevalence","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","freshInt_ageLow_effect","freshInt_ageHigh_effect","freshInt_ageLow_se","freshInt_ageHigh_se","freshInt_ageLow_pvalue","freshInt_ageHigh_pvalue","freshInt_sexM_effect","freshInt_sexW_effect","freshInt_sexM_se","freshInt_sexW_se","freshInt_sexM_pvalue","freshInt_sexW_pvalue","freshInt_bmiLow_effect","freshInt_bmiHigh_effect","freshInt_bmiLow_se","freshInt_bmiHigh_se","freshInt_bmiLow_pvalue","freshInt_bmiHigh_pvalue","pastInt_ageLow_effect","pastInt_ageHigh_effect","pastInt_ageLow_se","pastInt_ageHigh_se","pastInt_ageLow_pvalue","pastInt_ageHigh_pvalue","pastInt_sexM_effect","pastInt_sexW_effect","pastInt_sexM_se","pastInt_sexW_se","pastInt_sexM_pvalue","pastInt_sexW_pvalue","pastInt_bmiLow_effect","pastInt_bmiHigh_effect","pastInt_bmiLow_se","pastInt_bmiHigh_se","pastInt_bmiLow_pvalue","pastInt_bmiHigh_pvalue","freshInt_pvalue_correct","pastInt_pvalue_correct","freshInt_ageLow_pvalue_correct","pastInt_ageLow_pvalue_correct","freshInt_ageHigh_pvalue_correct","pastInt_ageHigh_pvalue_correct","freshInt_sexM_pvalue_correct","pastInt_sexM_pvalue_correct","freshInt_sexW_pvalue_correct","pastInt_sexW_pvalue_correct","freshInt_bmiLow_pvalue_correct","pastInt_bmiLow_pvalue_correct","freshInt_bmiHigh_pvalue_correct","pastInt_bmiHigh_pvalue_correct"
NA,"K21898",0,0.1404,0.2472,5.6216,3.8508,45.9796,3.9666,0.1345,3.7803,0.1512,3.7513,0.1412,"log-Gaussian",0.7666,NA,-0.0181,0.0539,0.7368,0.0259,0.0541,0.6333,0.0172,0.1592,0.0085,-0.0117,-0.0609,0.0328,0.073,0.0801,0.4049,0.6828,0.087,-0.0975,0.082,0.0713,0.2895,0.1726,0.0425,-0.1209,0.0679,0.0884,0.5317,0.1728,0.0608,-0.0167,0.073,0.0808,0.4058,0.8363,0.0264,0.0254,0.082,0.0718,0.748,0.7236,0.0282,0.0222,0.0679,0.0894,0.6787,0.8037,0.8858,0.835,0.821,0.821,0.9238,0.9665,0.8414,0.9484,0.7982,0.9431,0.8824,0.932,0.6736,0.963
NA,"K21900",0,0.9971,7.0667,32.054,27.51,147.344,29.0631,1,27.1112,1,25.7957,0.9882,"Gaussian",0.6929,NA,0.9802,1.3605,0.4719,-2.0032,1.3658,0.1436,-0.2923,-3.8767,0.1151,-0.9243,0.6829,1.3539,1.8453,2.0255,0.7116,0.5044,3.4182,-0.8672,2.0698,1.8001,0.0998,0.6304,2.1988,-1.0845,1.7161,2.2349,0.2012,0.6279,-3.3871,-0.3075,1.8453,2.0432,0.0676,0.8805,-0.3407,-3.2782,2.0698,1.8126,0.8694,0.0717,-2.0704,-1.8777,1.7161,2.2588,0.2287,0.4066,0.7542,0.5384,0.9329,0.7222,0.8596,0.9777,0.7218,0.9729,0.9227,0.6713,0.6952,0.7105,0.9129,0.8185
NA,"K21903",0,1,55.7212,195.7352,198.8935,368.709,198.281,1,200.993,1,196.239,1,"Gaussian",0.6194,NA,-2.5963,3.1641,0.4126,-2.3126,3.1766,0.4672,5.1685,-3.4498,-0.0689,-0.2279,0.5972,-6.4893,4.2775,4.6955,0.8891,0.1681,-5.3057,-0.5436,4.8345,4.2048,0.2734,0.8972,-5.3184,2.0283,3.9936,5.201,0.1841,0.6969,2.1658,-7.8062,4.2775,4.7365,0.6131,0.1005,-3.8065,-1.1681,4.8345,4.2339,0.4318,0.7829,-3.7866,0.2228,3.9936,5.2566,0.3439,0.9662,0.7241,0.7526,0.9798,0.8963,0.7544,0.7322,0.8384,0.8813,0.9802,0.9546,0.6828,0.7835,0.9363,0.9935
NA,"K21908",0,1,62.172,197.1732,195.794,295.173,196.95,1,193.063,1,194.026,1,"Gaussian",0.574,NA,-2.3118,2.8277,0.4143,-6.5689,2.8388,0.0214,1.066,8.8046,0.3073,-0.6318,0.3614,-5.5242,3.8351,4.2101,0.925,0.1906,-2.153,-2.4149,4.3049,3.7445,0.6174,0.5195,-5.7568,3.5388,3.5595,4.6357,0.107,0.4459,-6.5698,-6.5772,3.8351,4.2469,0.0878,0.1226,-11.2156,-3.0042,4.3049,3.7704,0.0097,0.4263,-8.5733,-3.1157,3.5595,4.6852,0.0167,0.5066,0.7255,0.2902,0.9877,0.7246,0.766,0.7468,0.9176,0.4353,0.8946,0.8799,0.6137,0.4153,0.8406,0.8722
NA,"K21910",0,0.3567,1.4223,9.0479,8.3781,25.5808,8.3813,0.3509,8.7756,0.3721,8.1698,0.3529,"Gaussian",0.6986,NA,0.0312,0.3913,0.9365,0.0563,0.3928,0.8861,-0.067,0.1111,-0.0424,0.5012,0.0994,-0.0516,0.5319,0.5839,0.852,0.9297,-0.3998,0.3585,0.5968,0.519,0.5035,0.4903,-0.1088,0.2718,0.4948,0.6444,0.8261,0.6736,0.1274,-0.031,0.5319,0.589,0.8109,0.958,-0.413,0.4161,0.5968,0.5226,0.4895,0.4266,-0.121,0.3607,0.4948,0.6513,0.807,0.5802,0.9756,0.9541,0.9704,0.9596,0.9886,0.9955,0.8911,0.8911,0.8911,0.88,0.9658,0.9635,0.9285,0.8965
NA,"K21929",0,0.9971,8.2538,78.5104,68.1378,779.771,67.5902,1,69.7294,0.9884,65.2356,1,"log-Gaussian",0.6623,NA,0.0047,0.0453,0.9175,-0.0234,0.0455,0.608,0.0223,0.2997,0.0123,-0.0164,0.0013,0.0091,0.0616,0.0676,0.9827,0.8936,-0.0556,0.0507,0.0687,0.0597,0.4189,0.397,0.0552,-0.081,0.0571,0.0744,0.335,0.2772,-0.0486,0.0076,0.0616,0.0682,0.4306,0.9119,-0.1386,0.065,0.0687,0.0601,0.0445,0.2806,0.0055,-0.0731,0.0571,0.0752,0.9231,0.3314,0.9684,0.8225,0.9973,0.8319,0.9808,0.9861,0.8797,0.5866,0.8757,0.8396,0.7785,0.9867,0.7498,0.7771
NA,"K21993",0,0.9269,4.9997,21.4946,19.8639,65.9865,20.3402,0.9415,19.6298,0.8953,19.6735,0.9294,"log-Gaussian",0.6387,NA,0.02,0.0374,0.5933,-0.022,0.0375,0.5585,0.0219,0.0118,0.0068,0.0213,0.0035,0.0394,0.0507,0.0556,0.9452,0.4789,-0.0188,0.0493,0.057,0.0496,0.7412,0.3214,0.0098,0.0375,0.0471,0.0613,0.835,0.5413,0.0052,-0.0552,0.0507,0.0561,0.9177,0.3261,-0.0117,-0.0299,0.057,0.0499,0.8382,0.55,-0.0645,0.0518,0.0471,0.0619,0.1714,0.4035,0.8148,0.7962,0.9932,0.9866,0.8518,0.7929,0.9469,0.968,0.8525,0.9027,0.9683,0.6724,0.8847,0.817
NA,"K22010",0,0.617,1.6903,14.8308,12.0206,62.974,12.5397,0.6316,11.8248,0.6279,11.3868,0.5765,"log-Gaussian",0.6496,NA,-0.0609,0.051,0.2329,-0.087,0.0512,0.0901,0.0365,-0.0776,-0.0056,0.031,0.0003,-0.1339,0.0688,0.0755,0.996,0.0772,-0.0642,-0.0582,0.0778,0.0676,0.4097,0.3902,-0.0742,-0.0384,0.0645,0.084,0.2505,0.648,-0.1265,-0.039,0.0688,0.0762,0.0669,0.6095,-0.1465,-0.0414,0.0778,0.0681,0.0607,0.544,-0.0852,-0.0903,0.0645,0.0849,0.1876,0.2882,0.6219,0.4666,0.9993,0.7222,0.7223,0.8958,0.8767,0.6432,0.8747,0.901,0.7302,0.6858,0.9211,0.7581
NA,"K22024",0,0.9357,1.6583,20.288,19.3012,60.7167,18.9185,0.9298,20.5542,0.9884,17.5266,0.8941,"log-Gaussian",0.558,NA,0.0395,0.0402,0.3263,-0.0724,0.0404,0.0739,-0.0046,0.0314,-0.0051,0.0225,-0.0264,0.1192,0.0543,0.0596,0.6266,0.0465,0.0479,0.0332,0.0615,0.0535,0.4368,0.5348,0.0513,0.02,0.0505,0.0658,0.3111,0.7619,-0.1081,-0.0284,0.0543,0.0601,0.0474,0.6369,-0.0717,-0.073,0.0615,0.0539,0.2445,0.1765,-0.1217,0.0131,0.0505,0.0665,0.0167,0.8439,0.675,0.429,0.9009,0.713,0.713,0.9054,0.8814,0.8373,0.8984,0.8009,0.7678,0.4153,0.9571,0.97
NA,"K22044",0,0.3187,0.2021,9.7872,6.2072,57.9297,6.3816,0.345,6.2197,0.3023,6.0626,0.2824,"log-Gaussian",0.7928,NA,-0.0571,0.0568,0.3162,-0.0313,0.0571,0.5833,0.0433,0.2659,0.0216,-0.0022,-0.1136,0.0108,0.0771,0.0846,0.1417,0.8981,-0.0696,-0.0474,0.0868,0.0755,0.4234,0.5308,-0.0908,0.0005,0.0717,0.0934,0.2063,0.9955,-0.0407,-0.0195,0.0771,0.0854,0.5981,0.8192,-0.0834,0.0086,0.0868,0.076,0.3378,0.9102,-0.0835,0.0589,0.0717,0.0944,0.2453,0.5331,0.6697,0.8102,0.7486,0.8941,0.9826,0.9611,0.8799,0.8561,0.8976,0.9834,0.6984,0.7246,0.9995,0.8826
NA,"K22074",0.0292,0.2193,0,6.8222,5.4783,39.6658,5.646,0.2456,5.4958,0.186,5.2509,0.2,"log-Gaussian",0.7826,NA,-0.0282,0.0547,0.6071,-0.1161,0.0549,0.0354,-0.0035,-0.2562,0.003,0.019,-0.0028,-0.0584,0.0743,0.0815,0.9703,0.4744,-0.0832,0.0135,0.0835,0.0726,0.32,0.8521,-0.066,0.0363,0.0689,0.0898,0.3393,0.6861,-0.1288,-0.1008,0.0743,0.0822,0.084,0.2216,-0.1485,-0.0913,0.0835,0.0731,0.0766,0.2128,-0.1702,-0.0226,0.0689,0.0907,0.0142,0.8034,0.8225,0.3436,0.9965,0.7231,0.8514,0.766,0.8512,0.6806,0.97,0.8171,0.7813,0.4062,0.9339,0.963
NA,"K22083",0,0.4444,0.3847,11.9182,9.0115,47.7935,8.8532,0.4211,9.3273,0.4884,8.9446,0.4471,"log-Gaussian",0.7429,NA,0.0357,0.0483,0.4609,0.0526,0.0485,0.2799,0.003,0.3528,0.0138,-0.0206,-0.0109,0.092,0.0655,0.0719,0.8686,0.2019,-0.0103,0.0706,0.0738,0.0642,0.8896,0.2725,0.0573,-0.0009,0.0611,0.0796,0.3495,0.9912,0.0148,0.099,0.0655,0.0726,0.8212,0.1738,0.0072,0.0874,0.0738,0.0646,0.9225,0.1776,0.053,0.052,0.0611,0.0805,0.3871,0.5188,0.7489,0.6489,0.9761,0.9613,0.766,0.7559,0.9778,0.9858,0.8384,0.8014,0.7879,0.81,0.9992,0.876
NA,"K22129",0,0.6433,2.5626,12.9,11.5496,40.2879,11.9271,0.6667,11.8384,0.6628,10.6391,0.5765,"log-Gaussian",0.6814,NA,0.0008,0.0352,0.9813,-0.0849,0.0354,0.0171,0.0335,-0.0707,-0.0073,0.0339,-0.036,0.0452,0.0478,0.0525,0.4517,0.3891,-0.017,0.0144,0.0539,0.0468,0.753,0.7593,0.0046,-0.0054,0.0445,0.0579,0.918,0.9263,-0.1007,-0.0652,0.0478,0.0529,0.036,0.2187,-0.1093,-0.0661,0.0539,0.0472,0.0435,0.162,-0.1116,-0.0385,0.0445,0.0586,0.0128,0.5116,0.9933,0.2698,0.8426,0.7064,0.813,0.766,0.9497,0.5846,0.9511,0.7917,0.9849,0.4006,0.9871,0.8736
NA,"K22132",0,1,49.0543,176.7598,178.542,230.735,178.702,1,177.8555,1,178.506,1,"Gaussian",0.5297,NA,-2.4662,2.1485,0.252,-2.6251,2.157,0.2246,2.0073,1.7916,0.4448,1.1644,-1.3646,-3.8147,2.9146,3.1999,0.64,0.2342,-4.5705,-0.8657,3.274,2.8483,0.1638,0.7614,-2.7549,-1.9679,2.7161,3.5374,0.3113,0.5784,-0.7087,-4.9739,2.9146,3.2278,0.8081,0.1245,-5.773,-0.2105,3.274,2.868,0.079,0.9415,-3.8223,-0.5511,2.7161,3.5751,0.1605,0.8776,0.6375,0.6111,0.9067,0.9594,0.7667,0.7468,0.7947,0.6856,0.9517,0.9891,0.7678,0.6649,0.8964,0.9763
NA,"K22162",0,1,20.45,95.3082,91.8174,216.574,92.5383,1,90.618,1,92.7774,1,"Gaussian",0.6832,NA,-1.3429,2.3955,0.5756,-2.6428,2.4049,0.2728,-0.2581,-0.7225,-0.1436,-0.8302,-4.8492,2.9107,3.232,3.5476,0.1347,0.4127,-3.8528,0.5562,3.6589,3.1821,0.2933,0.8614,-2.6664,0.9089,3.027,3.9421,0.3792,0.8178,-6.0572,1.5515,3.232,3.5787,0.062,0.665,-3.8337,-1.7288,3.6589,3.2041,0.2957,0.59,-3.9793,-0.3337,3.027,3.9842,0.1898,0.9333,0.8057,0.6456,0.7486,0.7172,0.824,0.9172,0.8414,0.8417,0.9713,0.9094,0.8056,0.6878,0.9645,0.9882
NA,"K22210",0,0.9766,5.0386,34.0147,30.837,92.7958,30.7804,0.9883,32.7346,0.9651,28.616,0.9647,"log-Gaussian",0.687,NA,-0.0365,0.0407,0.3705,-0.0841,0.0409,0.0406,-0.0042,0.1457,-0.0015,0.0238,-0.023,-0.0524,0.0552,0.0606,0.6773,0.3886,-0.0417,-0.0324,0.0621,0.054,0.5027,0.549,-0.0458,-0.0206,0.0514,0.0669,0.3741,0.7584,-0.1117,-0.0504,0.0552,0.0612,0.0442,0.4111,-0.137,-0.0436,0.0621,0.0544,0.0283,0.424,-0.1185,-0.0245,0.0514,0.0677,0.0219,0.7179,0.6988,0.3608,0.9218,0.713,0.8125,0.8239,0.8911,0.5254,0.9023,0.8799,0.8027,0.4408,0.9557,0.9428
"propionate","K22214",0,0.4444,0.26,12.4049,8.7129,72.4474,8.5215,0.4211,9.4267,0.4884,8.7242,0.4471,"log-Gaussian",0.5129,NA,0.0427,0.0818,0.602,-0.0057,0.0822,0.9452,-0.0795,-0.0076,-0.0001,-0.0437,-0.0426,0.1462,0.1107,0.1215,0.7007,0.23,0.1131,-0.0106,0.125,0.1087,0.3665,0.9221,0.1977,-0.2201,0.1023,0.1332,0.0543,0.0996,-0.1155,0.1296,0.1107,0.1226,0.2975,0.2912,0.0583,-0.0547,0.125,0.1095,0.6411,0.6178,0.0548,-0.1096,0.1023,0.1346,0.5924,0.4163,0.8196,0.9795,0.93,0.7812,0.766,0.7804,0.863,0.9267,0.9858,0.9176,0.545,0.9013,0.6064,0.8231
NA,"K22227",0.0029,0.1316,0,6.2493,4.272,83.1823,4.3516,0.1404,4.0772,0.1279,4.454,0.1176,"log-Gaussian",0.702,NA,-0.0447,0.0591,0.4496,-0.0341,0.0593,0.5653,0.0866,0.1476,0.0144,-0.0127,-0.0286,-0.0639,0.0803,0.0881,0.7221,0.4688,-0.0956,-0.006,0.0901,0.0783,0.2897,0.9388,-0.0075,-0.1076,0.0744,0.0968,0.9199,0.2676,-0.0523,-0.0119,0.0803,0.0889,0.515,0.8933,-0.1167,0.0291,0.0901,0.0789,0.1963,0.712,-0.081,0.0475,0.0744,0.0979,0.2771,0.6282,0.746,0.7988,0.9355,0.8638,0.8489,0.9808,0.8414,0.8099,0.9891,0.9405,0.986,0.7498,0.7436,0.9129
NA,"K22230",0,1,10.7097,42.4573,41.4064,85.6175,40.6777,1,41.2548,1,44.0031,1,"log-Gaussian",0.5194,NA,0.0024,0.0304,0.936,0.0349,0.0305,0.2547,0.0268,-0.0645,-0.0018,0.011,0.0379,-0.0404,0.0412,0.0452,0.359,0.373,0.0078,-0.0014,0.0464,0.0404,0.8675,0.9718,0.0124,-0.0145,0.0384,0.05,0.7475,0.7716,0.0581,0.0062,0.0412,0.0456,0.1595,0.8919,-0.0019,0.063,0.0464,0.0406,0.968,0.1221,0.0576,-0.0045,0.0384,0.0506,0.1351,0.9287,0.9752,0.6389,0.8068,0.7523,0.8102,0.9805,0.9725,0.9932,0.994,0.756,0.9528,0.6343,0.9571,0.9871
NA,"K22278",0,1,127.531,365.6216,362.9755,514.787,364.036,1,360.3505,1,366.584,1,"Gaussian",0.5897,NA,-7.4636,5.1441,0.148,-4.1623,5.1643,0.421,6.6888,-6.1954,0.8037,0.0989,-9.4979,-5.0375,6.9892,7.6726,0.1753,0.512,-10.6375,-5.0506,7.8575,6.8346,0.1769,0.4606,-10.8014,-1.8135,6.4989,8.4638,0.0977,0.8305,-3.5743,-4.8633,6.9892,7.7396,0.6095,0.5303,-8.6185,-0.7439,7.8575,6.8819,0.2737,0.914,-3.9561,-4.5394,6.4989,8.5543,0.5432,0.5961,0.5429,0.7301,0.7562,0.8958,0.863,0.8713,0.8012,0.8384,0.8849,0.9849,0.6051,0.8851,0.967,0.9023
NA,"K22293",0,1,39.444,156.4974,158.1795,221.047,158.652,1,156.9615,1,159.577,1,"Gaussian",0.6494,NA,-4.1592,2.6314,0.1151,-2.7309,2.6417,0.3022,3.3686,-11.5025,-0.2911,1.7317,-4.0035,-4.3358,3.5769,3.9264,0.264,0.2705,-6.1088,-2.684,4.0215,3.4978,0.1299,0.4435,-7.5521,1.6151,3.3049,4.3041,0.0231,0.7078,-3.1699,-2.1994,3.5769,3.9607,0.3763,0.5792,-3.248,-2.3354,4.0215,3.522,0.42,0.5078,-5.7571,2.4903,3.3049,4.3501,0.0827,0.5675,0.5028,0.6623,0.7713,0.8107,0.7731,0.8852,0.7678,0.8799,0.8819,0.8918,0.4414,0.5904,0.9384,0.8926
NA,"K22299",0.0117,0.1608,0,5.7906,4.5619,50.0014,4.7202,0.1754,4.58,0.1628,4.2301,0.1294,"log-Gaussian",0.8067,NA,-0.0617,0.0505,0.2226,-0.0904,0.0507,0.0758,0.028,0.2907,0.0116,-0.0045,-0.0607,-0.0632,0.0686,0.0753,0.3766,0.402,-0.0348,-0.0819,0.0771,0.067,0.6518,0.2232,-0.0811,-0.0286,0.0638,0.0831,0.2045,0.7309,-0.0623,-0.1247,0.0686,0.0759,0.3642,0.1018,-0.1222,-0.066,0.0771,0.0675,0.1141,0.3295,-0.1234,-0.0331,0.0638,0.084,0.0541,0.6941,0.611,0.4302,0.8107,0.8071,0.8194,0.7322,0.9281,0.7469,0.8267,0.8561,0.6966,0.545,0.9471,0.9362
NA,"K22300",0,1,20.9253,98.4663,89.3391,282.85,90.7184,1,89.3578,1,87.0369,1,"Gaussian",0.7949,NA,-1.8,2.9072,0.5364,-2.144,2.9186,0.4633,1.2503,13.7704,0.7936,-0.4862,2.2239,-6.6326,3.9324,4.3161,0.5722,0.1256,-2.8418,-1.0098,4.4462,3.8664,0.5233,0.7942,-3.514,1.0883,3.6614,4.7682,0.3381,0.8196,-1.9976,-2.3421,3.9324,4.3539,0.6119,0.5911,-2.9985,-1.4887,4.4462,3.8932,0.5007,0.7025,0.0896,-6.0303,3.6614,4.8192,0.9805,0.212,0.7843,0.7508,0.8806,0.8958,0.7474,0.89,0.895,0.8911,0.9572,0.937,0.7806,0.9972,0.9648,0.7023
NA,"K22305",0.0029,0.4708,0,11.4752,9.3935,80.1027,9.2062,0.4561,8.3012,0.4535,10.2674,0.5176,"log-Gaussian",0.7331,NA,-0.0741,0.0588,0.2083,-0.004,0.059,0.9456,0.0243,-0.0109,0.0023,0.0221,-0.0544,-0.098,0.0799,0.0877,0.4968,0.2648,-0.096,-0.0576,0.0899,0.0782,0.2864,0.4622,-0.0183,-0.1685,0.074,0.0964,0.8045,0.0817,0.0052,-0.0154,0.0799,0.0884,0.9485,0.8618,-0.0217,0.0095,0.0899,0.0787,0.8095,0.9038,-0.0192,0.0226,0.074,0.0974,0.7959,0.8168,0.5964,0.9795,0.8574,0.9943,0.7713,0.9737,0.8409,0.9616,0.8854,0.9819,0.963,0.9621,0.5891,0.9642
NA,"K22306",0.0205,0.4152,0,12.5693,8.7124,84.1149,8.716,0.4152,8.4628,0.4302,8.8358,0.4,"log-Gaussian",0.7371,NA,-0.0731,0.0771,0.3435,-0.1148,0.0774,0.1391,0.0669,-0.107,-0.0108,0.0519,0.016,-0.1794,0.1041,0.1143,0.8783,0.1178,-0.0906,-0.0598,0.1178,0.1025,0.4426,0.56,-0.1007,-0.0264,0.0975,0.1269,0.3027,0.8357,-0.1621,-0.0574,0.1041,0.1153,0.1207,0.619,-0.1513,-0.0868,0.1178,0.1032,0.2004,0.401,-0.1323,-0.0846,0.0975,0.1283,0.1758,0.5104,0.6842,0.5332,0.9777,0.7468,0.7453,0.8985,0.8817,0.8124,0.9044,0.8767,0.7666,0.6764,0.9683,0.8734
NA,"K22373",0,1,12.3506,46.533,43.4298,110.438,43.525,1,43.7631,1,42.5033,1,"Gaussian",0.6248,NA,-2.0301,1.4222,0.1546,-2.0577,1.4278,0.1507,1.0664,4.072,0.294,0.7001,-0.2156,-4.2143,1.9261,2.1144,0.911,0.0473,-4.0221,-0.5126,2.1545,1.874,0.063,0.7846,-1.8053,-2.408,1.7986,2.3424,0.3164,0.3049,-1.6978,-2.5055,1.9261,2.1329,0.3789,0.2411,-5.5419,0.6145,2.1545,1.8869,0.0106,0.7449,-2.5149,-1.2627,1.7986,2.3675,0.1632,0.5942,0.5485,0.5459,0.9861,0.8121,0.713,0.7687,0.6486,0.4425,0.955,0.9479,0.7715,0.6656,0.7673,0.9019
NA,"K22390",0,1,12.5113,48.8802,47.5439,100.327,48.1156,1,45.2304,1,52.0866,1,"Gaussian",0.7005,NA,-2.5582,1.2399,0.0401,1.6616,1.2447,0.1831,1.2697,-3.5508,-0.0265,-0.2338,-1.8806,-3.3801,1.6838,1.8482,0.2651,0.0686,-2.3451,-2.7209,1.8962,1.6491,0.2173,0.1001,-2.9868,-1.8354,1.5667,2.0403,0.0577,0.3692,2.3208,0.8517,1.6838,1.8644,0.1693,0.6482,2.1337,1.2996,1.8962,1.6605,0.2615,0.4345,2.1417,0.8257,1.5667,2.0622,0.1728,0.6892,0.3596,0.5763,0.7713,0.7544,0.7222,0.9115,0.8198,0.8373,0.7221,0.8814,0.5561,0.6736,0.7986,0.9354
NA,"K22391",0,1,24.0674,99.0458,99.018,143.51,100.327,1,97.6162,1,99.6273,1,"Gaussian",0.4722,NA,-2.1268,1.6391,0.1955,-3.3934,1.6455,0.0401,-0.4754,3.8635,0.0603,0.1141,-0.8295,-3.6758,2.222,2.4395,0.7092,0.133,-1.0261,-2.9511,2.4946,2.1702,0.6811,0.175,-1.5421,-3.1162,2.0727,2.6995,0.4575,0.2493,-4.1606,-2.4595,2.222,2.4608,0.0622,0.3184,-5.6539,-1.658,2.4946,2.1852,0.0242,0.4487,-3.6871,-2.8792,2.0727,2.7283,0.0764,0.2922,0.5868,0.3596,0.9329,0.7172,0.7486,0.7909,0.934,0.5038,0.7994,0.882,0.8475,0.5789,0.7294,0.7583
NA,"K22405",0,1,23.5627,127.2325,130.282,179.875,130.224,1,130.309,1,131.804,1,"Gaussian",0.6681,NA,-1.2813,1.9276,0.5068,-0.8209,1.9352,0.6718,1.4694,-8.7045,-0.2012,0.3572,-0.1515,-2.6525,2.6169,2.8726,0.9539,0.3567,-2.4968,-0.3619,2.9469,2.563,0.3976,0.8878,-3.6804,2.7879,2.4265,3.1602,0.1305,0.3785,0.4447,-2.3763,2.6169,2.8977,0.8652,0.4129,-1.0229,-0.6668,2.9469,2.5807,0.7288,0.7963,-1.4683,0.2854,2.4265,3.1939,0.5456,0.9289,0.7721,0.8565,0.9955,0.9744,0.8067,0.824,0.8757,0.9437,0.9776,0.958,0.6314,0.8851,0.8052,0.9871
NA,"K22424",0,0.117,0.09,4.7723,3.595,35.1263,3.5581,0.0877,3.5792,0.1395,3.712,0.1529,"log-Gaussian",0.6152,NA,0.0038,0.0576,0.9473,0.0611,0.0578,0.2918,0.0614,0.2046,0.0041,-0.0152,-0.058,0.0772,0.0776,0.0851,0.455,0.3654,-0.0046,0.0101,0.088,0.0766,0.9587,0.8947,0.0022,0.007,0.0725,0.0944,0.9763,0.9414,0.1296,-0.0226,0.0776,0.0859,0.0958,0.7926,0.0487,0.0705,0.088,0.0771,0.5803,0.3612,-0.0037,0.1735,0.0725,0.0954,0.959,0.0701,0.9804,0.6548,0.8427,0.7321,0.8079,0.955,0.992,0.9093,0.9801,0.8623,0.9957,0.9913,0.9894,0.5723
NA,"K22441",0,1,11.6752,52.5168,48.9688,143.315,49.7856,1,48.5625,1,46.638,1,"log-Gaussian",0.6787,NA,-0.0097,0.0312,0.7553,-0.0887,0.0313,0.005,-0.0035,0.143,0.001,0.0045,-0.0071,-0.0124,0.0423,0.0464,0.8661,0.7896,0.003,-0.0194,0.0477,0.0415,0.9501,0.6406,-0.0407,0.0428,0.0394,0.0513,0.3023,0.405,-0.127,-0.0418,0.0423,0.0468,0.0029,0.3724,-0.0749,-0.0993,0.0477,0.0418,0.1179,0.0181,-0.0978,-0.0731,0.0394,0.0518,0.0136,0.1593,0.8955,0.1746,0.9751,0.4183,0.9545,0.8097,0.9907,0.7512,0.9264,0.4679,0.7665,0.4029,0.8182,0.6639
NA,"K22452",0,1,23.5935,84.6061,86.5466,153.476,84.1302,1,85.5366,1,89.9522,1,"Gaussian",0.6616,NA,0.1614,1.7554,0.9268,3.4762,1.7623,0.0496,1.9059,0.2419,-0.0613,-0.3151,2.6719,-2.8613,2.3743,2.6062,0.2615,0.2733,-0.1959,0.4314,2.685,2.3352,0.9419,0.8536,-0.1797,0.7436,2.2208,2.8922,0.9356,0.7973,4.1049,2.6956,2.3743,2.6289,0.085,0.3061,3.4593,3.4889,2.685,2.3513,0.1987,0.1391,2.9535,4.3796,2.2208,2.9232,0.1847,0.1353,0.9713,0.3754,0.7713,0.7239,0.7745,0.7888,0.9891,0.8122,0.9705,0.7738,0.9885,0.6838,0.9621,0.6347
"Acetyl-CoA","K22476",0,0.9825,4.8419,37.8212,37.6388,79.0221,37.2922,0.9825,37.5565,0.9767,38.1846,0.9882,"Gaussian",0.7215,NA,-0.3167,1.2162,0.7948,-0.6575,1.221,0.5907,0.3669,-5.6481,-0.1361,0.0568,-0.0064,-0.6987,1.6517,1.813,0.9969,0.7003,0.4302,-0.8764,1.8556,1.6137,0.8168,0.5875,-1.9553,2.4657,1.5289,1.991,0.2021,0.2167,0.2048,-1.7158,1.6517,1.8288,0.9014,0.349,-1.6679,0.1169,1.8556,1.6249,0.3696,0.9427,-1.623,1.0066,1.5289,2.0123,0.2894,0.6173,0.9143,0.814,0.9995,0.9838,0.93,0.8053,0.9627,0.8631,0.9094,0.9893,0.6952,0.7581,0.705,0.9096
NA,"K22477",0,0.9942,8.3144,42.6481,40.0276,109.234,41.9569,1,39.3803,0.9884,37.0313,0.9882,"log-Gaussian",0.5935,NA,-0.081,0.0343,0.0189,-0.1025,0.0344,0.0032,0.0503,0.0197,-0.0034,0.0305,-0.0517,-0.1158,0.0464,0.0509,0.2663,0.0238,-0.0771,-0.0838,0.0524,0.0456,0.1425,0.0672,-0.1116,-0.0289,0.0433,0.0564,0.0105,0.6083,-0.1327,-0.0657,0.0464,0.0514,0.0046,0.2022,-0.1288,-0.0824,0.0524,0.0459,0.0146,0.074,-0.1173,-0.0771,0.0433,0.057,0.0072,0.1772,0.2744,0.1568,0.7719,0.546,0.6849,0.766,0.7789,0.4518,0.6559,0.6774,0.3993,0.3588,0.9077,0.6775
